,label,title,subtitle,num_colors,price,reduced_price,url,description,colors,n_reviews,avg_stars
756,Just In,Nike Jr. Zoom Mercurial Superfly 9 Academy MG,Little/Big Kids' Multi-Ground Soccer Cleats,1 Color,$70,,https://www.nike.com/t/jr-zoom-mercurial-superfly-9-academy-mg-little-big-kids-multi-ground-soccer-cleats-bT1RJb/DR6044-810,"Celebrate the game’s biggest competition in a design ignited by the science of connectivity and gravity that the world stage inspires. Featuring a stunning futuristic look made for the globe's greatest players, these cleats have a textured design that helps with ball control while you shoot at the goal or pass to your teammates. The best part? Zoom Air cushioning under the heel gives you bouncy comfort that lasts the entire game—and then some.",Shown: Metallic Copper/Metallic Copper,0.0,0.0
757,,Nike Air Max 95 Essential,Men's Shoes,2 Colors,$175,$148.97,https://www.nike.com/t/air-max-95-essential-mens-shoes-V8wCh2/CT1268-100,"Taking inspiration from the human body and running DNA, the Nike Air Max 95 Essential mixes unbelievable comfort with head turning style. The iconic side panels represent muscles while visible Nike Air in the heel and forefoot cushions your every step.",White/Grey Fog/White; Black/Dark Grey/Black; Design your own Nike By You product,53.0,4.8
758,,Nike Air Zoom Pegasus 37,Women's Road Running Shoes,1 Color,$120,$89.97,https://www.nike.com/t/air-zoom-pegasus-37-womens-road-running-shoes-Jl0bDf/BQ9647-103,"Take your training runs to the next level with the Nike Air Zoom Pegasus 37. With unbelievable React cushioning and a new forefoot Air unit tuned specifically to a woman’s foot, they’re like a bolt of caffeine for your legs. The lightweight upper breathes incredibly well. Pared-down, perfectly placed padding helps reduce hotspots. And the super grippy outsole? Well, let’s just say you gotta stay upright to run. Here’s to letting mud fly and streets vanish behind you.",Shown: White/Hyper Violet/Spruce Aura/Flash Crimson,568.0,4.6
759,,Nike Air Force 1 Crater,Big Kids' Shoes,1 Color,$90,,https://www.nike.com/t/air-force-1-crater-big-kids-shoes-4H7P2T/DV3485-100,"The radiance lives on in the Nike Air Force 1 Crater. Crossing hardwood comfort with off-court flare, this b-ball original puts a fresh spin on classic ‘80s construction. A durable rubber outsole keeps the iconic star pattern on the tip, while a fun, speckled midsole helps bring these kicks into the future.",Shown: White/Chlorophyll/Light Bone/University Blue,0.0,0.0
760,,Jordan 1 Mid,Baby/Toddler Shoes,1 Color,$60,,https://www.nike.com/t/jordan-1-mid-baby-toddler-shoes-LKZJ67/DM8950-400,"Your kiddo is all about summertime fun, and these Jordan 1s will bring the sunshine. Comfy and durable, the leather and tie-dye denim upper is built to last. A pull tab makes on-and-off extra easy so your little one can spend less time getting ready and more time playing outside.",Shown: Dutch Blue/White,2.0,5.0
761,,Nike Renew Retaliation 4,Men's Training Shoes,7 Colors,$80,,https://www.nike.com/t/renew-retaliation-4-mens-training-shoes-mB00Cq/DH0606-005,"The Nike Renew Retaliation 4 builds upon its predecessor with a stretchy midfoot strap designed to help keep your foot secure during cardio, bodyweight moves and everything in between. Soft, springy foam keeps things comfortable as you move through class-based workouts.",Light Smoke Grey/Cerulean/Armory Navy; White/Black/Gold Suede; Black/Smoke Grey/University Red; White/Black; Photon Dust/Light Smoke Grey/Aviator Grey/Black; Black/Dark Smoke Grey/White/Racer Blue; Black/Dark Smoke Grey/Smoke Grey/White,1.0,5.0
762,Just In,Nike Alpha Huarache Elite 4 Turf,Women's Softball Shoes,3 Colors,$80,,https://www.nike.com/t/alpha-huarache-elite-4-turf-womens-softball-shoes-xs5gLK/DV0496-010,"Make the memorable plays when it matters most. With sneaker-like comfort and multipurpose playability for all positions, this is the cleat that can help you impact the game for innings on end. An aggressive traction pattern and rubber pegs provide confidence and security when you race around the bags or get a bead on an incoming line drive in the field.",Black/Dark Smoke Grey/Mint Foam/White; Hyper Royal/Deep Royal Blue/University Blue/White; Wolf Grey/Cool Grey/Pure Platinum/White,1.0,5.0
763,,Nike MD Valiant,Big Kids' Shoes,8 Colors,$65,,https://www.nike.com/t/md-valiant-big-kids-shoes-HTtXXv/CN8558-501,"These everyday kicks throw it back by mashing up details from ‘80s running shoes. Plus, did you know? The Nike MD Valiant is full of history. They're named after the car that Nike's co-founder sold shoes out of during the early days—the '64 Valiant.",Black/Dark Smoke Grey/University Red/White; Mystic Navy/Atomic Green/Grey Fog; Particle Grey/White; Summit White/Honeydew/Pink Gaze; Black/White; Marina/Armory Navy/White; Barely Grape/Midnight Navy/Metallic Copper; White/Light Orewood Brown/Aura/Aura; Midnight Navy/Imperial Blue/Melon Tint/White,93.0,4.7
764,,Nike Downshifter 11,Little Kids' Shoes,2 Colors,$55,$40.97,https://www.nike.com/t/downshifter-11-little-kids-shoes-RQMv9T/CZ3959-005,"3, 2, 1, GO! The Nike Downshifter 11 sets the pace for kiddos with lightweight comfort for play and adventures. They’re breathable, cushioned and durable where little feet need it, so the only question is—how long can playtime last?",Dark Smoke Grey/Black/White/Volt; Black/Dark Smoke Grey/White/University Red,55.0,4.0
765,,Nike Team Hustle D 10 FlyEase,Little Kids' Easy On/Off Shoes,1 Color,$55,,https://www.nike.com/t/team-hustle-d-10-flyease-little-kids-easy-on-off-shoes-fcjZnB/FB1881-101,"Lacing up is a slam dunk in the Nike Team Hustle D 10 FlyEase. Built for future all-stars, they feature optimized traction and an entry system that opens extra wide so little feet can slide right in. With a vibrant design that’s both durable and supportive, they’re a major score for kiddos looking to having fun on the playground.",Shown: White/White/Laser Orange/Black,0.0,0.0
766,,Nike Cortez Basic SL,Little Kids' Shoe,4 Colors,$55,$46.97,https://www.nike.com/t/cortez-basic-sl-little-kids-shoe-TKDpzM/904767-109,"Originally made for the track, the Nike Cortez Basic SL has become a streetwear icon. These classic kicks (that debuted in ’72) keep the same OG design lines, and are made super durable and cushioned underfoot. Plus, we make it easy for kiddos with 2 straps so playtime never waits.",White/Varsity Royal/Black/Varsity Red; White/Black; White/Pink Prime; White/White/White,74.0,4.7
767,,Nike Quest 4 Premium,Women's Road Running Shoes,2 Colors,$80,,https://www.nike.com/t/quest-4-premium-womens-road-running-shoes-wGLJxQ/DA8723-011,The pursuit of speed continues with the Nike Quest 4 Premium. Take on the streets with higher foam heights and cushioned comfort that combine with a lightweight upper to offer secure support. Intuitive details make it a staple for the everyday runner.,Photon Dust/Phantom/Metallic Luster/Amethyst Ash; Black/Sail/Metallic Copper Coin,42.0,4.6
768,Sustainable Materials,Nike Air Force 1 Crater,Big Kids' Shoes,1 Color,$95,$72.97,https://www.nike.com/t/air-force-1-crater-big-kids-shoes-0mWT0M/DH4339-700,"There’s a fun secret about the Nike Air Force 1 Crater: It’s got sustainable materials from top to bottom. A see-through design provides a peek into the legend of these classic kicks. Plus, supersoft Crater foam is made kid-right and lets you give a little back with every step. These shoes contain at least 20% recycled content by weight.",,9.0,5.0
769,,Zion 2,Big Kids' Shoes,1 Color,$90,,https://www.nike.com/t/zion-2-big-kids-shoes-X0kh2G/DV0992-060,"Go big like Zion in shoes designed for him and made for you. An adjustable strap up top helps lock your foot in while a firm midsole supports high-paced play. Plus, it has more Air cushioning than the Zion 1, so you'll get into the clouds easier and land softer. Make this your number 1 pick for the court.",Shown: Black/Black/Light Smoke Grey/Siren Red,0.0,0.0
770,Customize,Nike Zoom Mercurial Superfly 9 Elite FG By You,Custom Firm-Ground Soccer Cleats,4 Colors,$305,,https://www.nike.com/u/custom-nike-mercurial-superfly-9-elite-by-you-10001356/5465030570,"Put the soccer world on notice with this custom Superfly 9 Elite. With special design details like flamboyant color options to nods to the game’s biggest global event to personalized messages, there’s no limit to your creativity on or off the field. Now loaded with a Nike Air Zoom unit in the heel, you can put the pedal down in the waning minutes of a match — when it matters most. Fast is in the AIR.",,,
771,Customize,Nike Metcon 8 By Gabriela Migala,Custom Women's Training Shoes,1 Color,$160,,https://www.nike.com/u/custom-nike-metcon-8-by-you-10001323/7975805920,"The Nike Metcon 8 NBY allows you to add a little bling to your everyday workout routines with chrome options on everything from the Swoosh to the heel plate to shoelaces. An updated sport-inspired color palette complements a head-turning marble option along the outsole and sidewalls. Go big and bling out a design for a show-stopping look in the gym, or deck this Metcon 8 out in colors that define your inner athlete- the choice is yours.",Shown: Multi-Color/Multi-Color,,
772,,Nike Force 1,Baby/Toddler Shoes,2 Colors,$55,$42.97,https://www.nike.com/t/force-1-baby-toddler-shoes-FvHkdR/DV1342-101,"Say hello to the Nike Force 1, the legend made for tiny ballers. From the basketball courts in the '80s to the streets (and schools) today, the original AF1 has been a sneaker icon everywhere for decades—meaning a long time! Smooth, durable leather gives the classic look and feel that makes it an all-time fave for little feet.",White/Black/White; White/Light Photo Blue/White,3.0,5.0
773,Just In,Nike Air Zoom Pegasus 39,Women's Road Running Shoes,7 Colors,$130,,https://www.nike.com/t/air-zoom-pegasus-39-womens-road-running-shoes-Wck51L/DZ4701-600,"Whether it’s a quick job or an extended route, running is your daily ritual. You need shoes just as dedicated as you. With its comfortable and intuitive design, the Nike Air Zoom Pegasus 39 offers a supportive sensation to help your foot feel contained. Underfoot cushioning and 2 Zoom Air units add a spring to your stride as you transition from heel to toe. Your trusted workhorse with wings is back. Time to fly.",Photon Dust/Total Orange/Light Iron Ore/Mint Foam; White/Platinum Tint/Metallic Summit White/Team Orange; Light Soft Pink/University Gold/Pinksicle/Barely Green; White/Cerulean/Black/Doll; White/Sail/Light Thistle/Safety Orange; White/Bright Crimson/Black/Volt; Light Soft Pink/Light Orewood Brown/Metallic Silver,0.0,0.0
774,,Nike Air Monarch IV,Men's Training Shoes,8 Colors,$75,$54.97,https://www.nike.com/t/air-monarch-iv-mens-training-shoes-5V1Vzg/415445-002,Nike Air Monarch IV sets you up for working out with durable leather on top for support. Lightweight foam teams up with Nike Air cushioning for comfort in every stride.,White/Cool Grey/Anthracite/White; Black/White/Black; White/Metallic Silver; White/Black; Black/Black,1657.0,4.6
775,,Nike React Miler 3,Men's Road Running Shoes,7 Colors,$120,$114.97,https://www.nike.com/t/react-miler-3-mens-road-running-shoes-WCgcxj/DD0490-100,"Cushioned and comfortable, just like every run should feel. The Nike React Miler 3 gives you a soft and smooth ride as your feet hit the pavement. We added stability at the heel for a secure sensation, while durable traction helps keep you going on runs long and short.",Light Silver/Pilgrim/Yellow Strike/Sequoia; White/Chlorine Blue/Vivid Sulfur/Black; Concord/Dark Beetroot/Bright Crimson/Light Thistle; Anthracite/Black/White/Ghost Green; Cerulean/Bright Spruce/Barely Green/Barely Green; Blackened Blue/Black/White/Vivid Purple; Black/Siren Red/Volt/White,25.0,4.5
776,Sustainable Materials,Nike Space Hippie 04,Women's Shoes,3 Colors,$135,,https://www.nike.com/t/space-hippie-04-womens-shoes-PQFcRc/DA2725-600,"Space Hippie is a story of trash transformed. From the upper to the outsole, Space Hippie 04 is made of at least 25% recycled material by weight. Not only is it the most lightweight silhouette within the collection, its ‘Space Waste Yarn’ upper includes recycled content—made from recycled plastic bottles, t-shirts and yarn scraps—for a lower carbon footprint. A soft, Crater Foam midsole combines Nike grind with a blend of foams for stability and a unique aesthetic.",Wheat/Dark Beetroot/Cinnabar/Black; Sweet Beet/Team Red/Photon Dust/Black; Rough Green/Iron Grey/Velvet Brown/Flat Pewter,25.0,4.7
777,,Nike Phantom GT2 Academy MG,Multi-Ground Soccer Cleats,4 Colors,$85,$80.97,https://www.nike.com/t/phantom-gt2-academy-mg-multi-ground-soccer-cleats-8lntKD/DA4433-001,"Building on the Phantom GT, the Nike Phantom GT2 MG has an updated design and patterning that are engineered to help you place your shots with pinpoint accuracy. Off-center lacing provides a clean strike zone to help you dribble, pass and score with precision.",Metallic Copper/Metallic Copper; Black/Metallic Gold/Dark Grey/Metallic Dark Grey; Black/Summit White/Bright Crimson/Dark Smoke Grey; Glacier Ice/Yellow Strike/Sunset Glow/Black,41.0,4.5
778,,Converse Chuck Taylor All Star High Top,Unisex Shoe,3 Colors,$65,,https://www.nike.com/t/converse-chuck-taylor-all-star-high-top-unisex-shoe-xX439O/M7650-102,"You need a style to rely on. The Chuck Taylor All-Star is a staple: the high-top and oxford silhouettes stay simply classic, while the white laces and star ankle patch give a nod to the legacy of the Chuck. This is the go-with-everything go-to that you won’t get sick of going to. Stock up.",White; Black; Navy; Design your own Nike By You product,4765.0,4.8
779,,Nike React Pegasus Trail 4 GORE-TEX,Men's Waterproof Trail Running Shoes,5 Colors,$160,,https://www.nike.com/t/react-pegasus-trail-4-gore-tex-mens-waterproof-trail-running-shoes-qdcSR6/DJ7926-300,"The Nike React Pegasus Trail 4 GORE-TEX is your running companion for those days when the weather turns. Its waterproof GORE-TEX layer helps keep your feet dry, and less rubber in the outsole creates a smooth transition from road to trail without breaking stride.",Alligator/Mint Foam/Canyon Rust/Orange Trance; Barely Grape/Barely Green/Yellow Strike/Total Orange; Black/Reflect Silver/Wolf Grey; Light Bone/Cargo Khaki/Summit White/Bicoastal; Velvet Brown/Black/Golden Moss/Medium Blue,13.0,3.5
780,,Nike SB BLZR Court Mid Premium,Skate Shoes,1 Color,$75,$63.97,https://www.nike.com/t/sb-blzr-court-mid-premium-skate-shoes-rnDqF6/DH7479-700,"We took the classic styling of the Nike SB BLZR Court Mid Premium and gave it a workwear twist. It still has the same, lightweight, flexible feel as the original but we added a paisley print to the lining and chain-stitched ""Nike"" onto the heel. The result is a sleek, skate-ready silhouette with an understated, slightly rugged vibe.",,11.0,4.8
